125397,172846,-1
146085,169883,-1
21588,150067,-1
160376,160285,1
126452,126291,1
35153,117872,-1
176018,150115,1
144436,11897,-1
55458,54875,1
86300,179933,-1
179996,164909,-1
55711,55786,1
103038,40029,-1
34754,29222,1
22753,42853,1
45702,37173,-1
164785,175636,1
141130,141086,1
22328,176491,-1
63444,107856,-1
110944,106118,-1
64745,156829,-1
85308,94222,1
30957,88385,-1
39867,14960,-1
166517,184523,1
32472,32466,1
78348,81032,1
22801,3840,1
154230,79928,1
187928,19369,-1
152312,163958,-1
22348,121001,-1
59334,34905,1
55083,131332,-1
13522,13487,1
96383,97127,1
56281,56402,1
23255,70956,-1
86613,81155,1
146862,156963,-1
118079,33829,1
35201,27774,1
21968,110240,-1
3351,131785,-1
58694,139707,-1
85072,87061,1
77897,174270,-1
128471,105000,1
172679,119176,-1
61200,56910,-1
4415,81524,-1
165103,176850,1
74410,76450,1
53261,39616,1
89064,87144,1
18339,199031,-1
50388,65290,1
22750,23707,1
65754,68900,1
65816,149176,-1
53208,50137,1
91821,130026,-1
93402,160203,-1
20104,131319,-1
143099,176921,-1
40311,31893,1
118889,65466,-1
3401,3382,1
2345,65338,1
179359,175695,1
30475,19745,-1
52025,49601,-1
8488,93562,-1
24682,15262,1
187929,167235,1
65972,37459,-1
41542,116409,1
144216,144215,1
25289,25365,1
49281,49372,1
23335,30219,1
82983,114811,1
153010,81368,-1
21184,19575,1
171388,51689,-1
44317,147571,-1
110010,89610,1
156189,67066,-1
73860,71261,1
1630,9074,1
59312,4849,-1
67189,44739,1
36827,24448,1
66747,3732,-1
96286,98498,1
3398,3366,1
82549,78427,-1
187484,187481,1
74943,181127,1
78295,80549,1
42872,39505,1
26645,117168,-1
48189,49586,1
51921,152346,-1
151044,98991,1
13259,169019,-1
168345,108543,-1
1524,16121,1
83889,56930,-1
12341,62944,-1
99581,12574,-1
9085,81418,-1
55293,75858,-1
126720,121305,1
144161,128981,1
93681,93095,1
131372,98685,-1
137444,137447,1
90278,15111,-1
53979,62194,1
99100,98898,1
4422,121973,-1
14161,104540,1
23067,62491,1
175733,182820,-1
139144,54840,-1
43006,147019,-1
190121,37281,-1
26172,192199,-1
51797,167012,-1
51148,131304,-1
6043,102573,-1
79842,96940,-1
82175,146983,-1
51527,89086,-1
118197,32702,-1
83689,109032,1
143375,143997,-1
17732,19360,1
177395,106006,-1
23920,21765,1
42466,42049,1
78358,73947,-1
52513,106784,-1
114960,36256,1
87476,38426,-1
120767,27079,1
59758,59441,1
40250,97785,-1
157690,36960,1
92008,97540,-1
102024,131939,1
173954,129570,-1
43390,127650,-1
2280,6884,1
56880,57704,1
139108,116282,-1
165158,178170,-1
34622,131271,-1
59919,8914,-1
20457,153167,-1
61445,13813,1
3395,190587,-1
83062,39757,-1
25428,185058,-1
96053,36350,-1
127775,7506,-1
62222,189310,-1
10816,28254,-1
43621,137731,1
31623,116698,-1
82511,80099,1
130655,152496,-1
56880,4762,-1
72333,26406,1
94695,96166,1
163669,129772,1
69187,67590,1
73588,31494,-1
101201,150239,-1
14610,12916,1
51805,107426,-1
187262,14143,-1
125163,189339,-1
197599,186389,1
184502,185837,1
43842,4264,-1
73957,119203,1
128718,129131,1
131655,6597,-1
143715,82409,1
58872,55925,-1
167720,167721,1
40398,166927,-1
9394,185302,-1
99639,100773,1
28915,30963,1
3404,3378,1
21735,181381,-1
106446,126999,1
77695,95995,1
18672,97152,-1
36988,36597,1
64982,49724,1
110030,107804,1
113450,132114,1
19691,28715,1
151683,191180,1
48887,62807,1
14094,179324,-1
116443,154027,1
64581,26998,-1
30283,29907,1
78416,131799,1
32336,35864,1
65753,57977,-1
27679,81931,-1
30174,29907,1
158108,148858,-1
42656,42329,1
150744,69033,-1
84800,51691,-1
153010,25323,-1
3361,193433,-1
46559,16300,1
54516,59841,1
52828,52274,1
129772,99775,-1
3395,174344,-1
44098,138055,-1
85655,126532,-1
24923,12950,1
170952,41151,-1
38338,45424,1
23209,51568,-1
80930,80931,1
50253,99280,-1
75069,117418,-1
163583,150178,-1
48025,50314,1
85089,169679,-1
42360,21044,-1
180713,99627,1
141997,28860,-1
97747,51587,1
77475,155006,-1
78567,184517,-1
73239,196647,-1
126019,101740,1
21709,51105,-1
50924,50901,1
120811,88307,1
81011,34498,-1
192644,157890,-1
29029,28953,1
141180,141144,1
52300,53590,1
86016,87156,-1
146510,115063,1
155797,128846,-1
135620,135798,1
109216,101204,1
28635,47732,1
99490,199154,-1
50113,50762,1
36812,29421,1
187219,148633,-1
26643,32632,1
22742,49080,1
157993,116939,1
18460,126777,-1
84713,81738,1
136868,8999,-1
29882,155995,-1
29269,177943,-1
52500,52786,1
94222,94379,1
17246,47224,-1
45515,33603,1
42696,30228,-1
26390,6150,1
63631,81039,-1
90753,90752,1
76819,152033,-1
45013,40567,1
42227,16840,-1
164034,101516,-1
177462,195487,1
149795,92250,1
52879,115278,-1
10848,27469,-1
57093,115703,-1
35457,144546,-1
49279,33195,-1
68281,65054,-1
84237,78522,1
13612,85096,-1
42344,28440,1
43057,42884,1
77946,76488,1
58126,145025,-1
35751,45889,1
58557,76062,-1
82704,111429,1
29851,98363,-1
80638,156493,-1
160241,66558,1
65043,86092,-1
79947,99453,-1
105439,105437,1
43621,79453,1
87661,73957,1
53774,24378,1
161608,157783,-1
149806,109509,-1
78966,189027,1
195471,85487,-1
71871,29026,-1
15938,79167,1
53663,64870,1
38305,46077,1
52668,53590,1
19324,18946,1
73276,15896,-1
84303,32500,-1
74407,89981,1
123335,168407,-1
44742,44798,1
164571,164570,1
149014,32274,-1
62519,62585,1
101763,11486,-1
41321,42999,1
129478,134235,1
11083,11402,1
3352,85108,-1
38010,36995,1
62489,24448,1
82995,82419,-1
16795,65902,-1
191547,191611,1
52511,30597,-1
44389,25553,-1
110761,194365,-1
54340,30639,1
90975,90897,1
110532,125143,-1
161859,20860,-1
69241,68504,1
6725,27228,-1
145467,110725,1
16843,154145,-1
99076,43277,1
69914,149738,-1
33419,2281,1
148901,150804,1
78796,26824,1
106649,120455,1
28635,157552,-1
140550,150004,1
90375,90415,1
117758,77473,1
176327,57161,-1
31766,66319,-1
79938,188395,-1
48984,30714,1
25088,25634,1
98288,110058,-1
52196,160388,-1
70770,76135,1
105045,136994,1
173973,185191,-1
52879,52596,1
121879,85286,-1
67034,133237,-1
115039,97839,1
191985,192140,1
87275,108198,1
90508,45500,-1
27928,191648,-1
66260,78820,-1
86737,57517,-1
104734,39640,-1
76855,91328,1
55600,74090,-1
57590,46077,1
37800,25300,-1
57695,56889,1
40821,44532,1
45770,171719,-1
107319,82953,-1
43621,26183,-1
106722,70267,-1
98264,13524,-1
85699,133399,1
71266,129280,-1
111131,140414,-1
77953,92970,-1
42405,194939,-1
144595,144022,1
136238,43813,-1
134090,122622,-1
82508,12424,-1
183063,55699,-1
6623,8523,1
106649,21204,-1
57057,64038,1
57985,106590,-1
40472,68701,1
98934,135474,-1
138584,129772,1
118810,80212,-1
59527,59361,1
130155,19671,-1
129644,126010,1
107852,69187,-1
55714,71818,1
40734,41285,1
109976,64889,1
130194,136476,1
38398,38164,1
109176,99866,1
167152,184679,-1
127728,152879,1
105763,189207,-1
36118,36133,1
87677,85941,1
95158,94950,1
53622,28762,-1
44786,44798,1
19143,74012,-1
67441,62565,1
139310,135260,-1
79924,72054,1
95165,53940,-1
196162,27705,-1
112274,68849,-1
111379,179918,-1
187099,148603,1
64000,144641,-1
52074,85972,-1
40897,42128,1
80112,80111,1
24806,88349,-1
22756,30731,1
45591,81991,-1
105456,105095,1
53039,152254,-1
119130,116162,1
56652,77138,-1
174392,91695,-1
31891,101303,-1
23768,107416,-1
139,103963,-1
48236,50005,1
82511,82032,1
197781,194648,1
97132,81781,-1
101212,190213,-1
145282,138342,1
37744,32202,1
114257,135774,-1
78929,164619,-1
70479,178914,-1
95396,103139,1
25375,181889,-1
110091,107936,1
141031,42183,-1
59246,59102,1
99455,177665,-1
149626,175188,-1
36048,36827,1
34713,82533,1
44241,48651,1
17124,16784,1
51628,53863,1
87244,33524,1
52201,75079,1
76090,40926,1
5188,70283,-1
6193,20952,1
93441,145839,1
91857,92623,1
113282,161465,1
99490,182424,-1
105971,16141,-1
78586,120717,-1
75120,47381,1
144823,120811,-1
106626,32222,1
55657,149396,-1
47379,142012,-1
123940,187378,-1
38436,48341,1
72352,73959,1
10228,6129,1
70331,66241,1
1614,1725,1
146664,146636,1
178601,196813,1
30982,31658,1
33451,33449,1
13765,36718,1
88837,197026,-1
195238,195493,1
26822,25319,-1
25748,10979,-1
182949,188288,1
29359,115434,-1
62380,197702,-1
78658,105579,1
93606,104483,1
45948,54858,-1
121004,121007,1
78026,118026,1
29215,145966,-1
91904,196560,-1
67603,186959,-1
167053,93220,-1
53559,53985,1
90133,82716,-1
63396,187404,-1
26403,21986,-1
104917,174105,-1
58462,60873,-1
17993,20726,1
14978,17284,1
138472,140628,1
87450,106231,-1
54508,50110,-1
11986,188809,-1
66856,66858,1
3381,66847,-1
103347,91666,-1
100140,175003,-1
110010,119651,-1
14985,15013,1
47296,48189,1
25256,13724,1
87059,137122,-1
80650,96173,-1
166357,166241,1
57459,173200,-1
31585,24861,1
6651,11202,-1
55142,152606,-1
32364,22022,1
183706,157716,-1
9610,9483,1
39539,170547,-1
19472,187915,-1
32328,36109,1
89064,85842,1
24771,91024,-1
149106,147635,1
195768,99240,-1
16651,16782,1
9785,7927,1
182270,182073,1
41104,54423,1
106998,119203,1
152610,117748,-1
95914,120849,-1
43769,49158,1
44707,73330,-1
68651,16923,-1
132434,90617,1
73133,70373,-1
53979,109196,-1
32721,33995,-1
74660,38827,1
108909,161899,-1
88185,109828,-1
35062,34830,1
117733,36580,-1
61912,60936,-1
66922,86928,-1
22742,110708,-1
52869,154892,-1
24898,43627,1
117851,159566,-1
114257,194533,1
60223,59873,1
164747,165377,-1
167923,167921,1
5954,8939,1
3392,152165,-1
164034,119213,-1
71004,118270,-1
66223,172532,-1
144499,199027,-1
107413,176706,-1
36827,199084,-1
58646,153932,1
36292,31377,-1
6698,76067,1
100907,135356,-1
174657,115388,-1
80107,105890,-1
165336,152537,-1
83688,168129,-1
26497,30519,1
148369,145853,1
107936,33255,-1
72918,155885,-1
42923,45164,1
184300,40076,1
53834,53716,1
149948,130780,-1
156359,5188,1
49281,59847,-1
177786,188281,-1
115809,103144,1
21744,25959,-1
27135,89118,-1
9519,9672,1
43716,43592,1
157005,198641,1
43742,43748,1
92857,8009,1
93876,10446,-1
136540,72777,-1
66189,167543,-1
29023,164065,1
122583,122570,1
49119,62286,1
169698,166363,1
100557,170060,-1
91411,163978,1
37202,65621,-1
123528,122964,1
43000,169523,-1
168954,171076,1
158294,161276,1
187927,106014,-1
28239,109582,-1
5323,184830,-1
123343,171371,1
22742,68491,-1
123855,72833,-1
47399,170168,-1
137726,161002,-1
140673,145146,1
107236,111548,1
145411,48134,-1
147434,198205,-1
184319,187317,1
63278,73280,1
32236,198073,-1
67558,27902,1
76165,20145,-1
155091,155107,1
50845,169090,-1
73992,86129,-1
130764,123203,-1
170093,169102,1
73941,182340,-1
29961,36781,1
19219,84432,-1
117928,118893,1
97884,112413,1
31918,90110,-1
59345,59184,1
62299,58051,-1
140096,176665,-1
83986,89185,1
100210,108462,1
74564,48848,-1
63221,37902,-1
47689,178237,1
117851,57164,-1
89043,46297,1
104474,165273,-1
119035,144588,1
60001,69668,1
172478,160359,1
13437,161864,-1
32364,137878,-1
84179,164034,1
83308,184724,-1
139990,111126,-1
65362,11159,-1
187712,187705,1
53451,55728,-1
100325,104539,1
34509,79704,-1
92614,172345,1
57882,176307,-1
43297,98781,-1
43008,95170,-1
66314,64068,1
28608,22884,1
62771,113649,-1
30232,30418,1
162432,13130,-1
69329,79122,-1
194929,119816,-1
77139,129006,1
64870,104540,1
40406,31331,-1
37085,37370,1
58943,118841,-1
195675,178865,-1
107782,107724,1
17919,62235,-1
128649,120639,-1
96352,68218,-1
115748,135215,-1
83975,31827,-1
3855,13426,1
98089,72402,1
117883,110647,-1
7507,10127,1
117211,117206,1
123,215,1
37800,36109,1
44522,23213,-1
7312,2992,1
40530,92199,-1
171670,107359,-1
155381,155373,1
26399,33810,-1
149587,141546,1
110741,117866,-1
161862,103085,-1
11660,183343,-1
49412,188454,-1
64277,104138,-1
70470,120348,-1
144499,164664,1
99986,124181,-1
136137,196972,-1
42158,11157,-1
79034,64673,1
156484,148266,-1
22187,3467,-1
157362,159871,-1
113545,85950,-1
94235,167186,-1
126334,163263,-1
56300,73073,-1
43669,159641,-1
194395,195041,1
35311,44854,-1
91176,89991,1
129490,43057,-1
6176,6151,1
126957,132905,1
93601,54798,-1
73392,62404,-1
102500,92538,1
131891,107107,1
74330,72783,1
103870,8264,-1
22372,23286,1
39585,110043,-1
30355,7147,1
14563,11367,1
160799,176298,1
93433,124792,1
163669,77009,-1
25103,10607,1
167814,197206,-1
55644,78038,1
90741,90557,1
68422,130539,-1
63907,188542,-1
13289,194111,-1
45500,48123,1
41048,156766,1
190514,195698,1
153311,158589,1
56514,36177,1
90656,90278,1
73811,187578,-1
27231,32755,-1
117877,128786,1
81824,82287,1
60004,52994,-1
150267,139429,1
30993,91989,-1
7804,7975,1
129765,131434,1
3380,3402,1
132354,26096,-1
2106,25387,1
3704,12115,-1
196834,129938,-1
141883,29042,-1
122322,110578,-1
169596,185210,1
76470,193508,-1
39317,89063,-1
150968,158916,1
103622,103665,1
106627,143500,-1
187351,134215,-1
149917,47106,-1
15402,199190,-1
63985,113582,-1
20425,20343,1
107328,83025,1
47777,183336,-1
100423,116112,1
51342,33419,1
65523,67252,-1
128967,103786,-1
64409,7647,-1
58542,78684,-1
162361,165739,1
42474,14582,-1
41665,65534,-1
49521,49372,1
43995,94288,-1
161701,157057,-1
150224,145853,1
187344,147415,1
60136,40740,1
186192,123519,1
117392,197151,-1
101020,129469,-1
51526,188808,-1
77162,137481,-1
160372,160370,1
143308,133612,-1
138354,177462,1
63644,83752,1
141997,35002,-1
138354,172315,-1
188132,188131,1
19320,86901,-1
105138,68769,1
57725,15938,1
147774,105279,-1
169079,106125,-1
19909,198526,-1
58462,23064,1
92321,92994,1
22883,36032,1
80640,26617,-1
141201,156733,-1
48236,50105,1
71233,65278,1
41209,87460,-1
22430,74866,1
103095,121013,1
100434,54209,-1
163416,49262,1
134061,81473,-1
142644,55162,-1
28568,65007,1
78020,70355,-1
163950,73856,-1
102143,102750,1
127259,122975,1
47960,149246,-1
63546,24148,-1
128674,128675,1
11624,38233,1
128002,128001,1
77102,59263,-1
11221,97145,-1
198588,28485,-1
138494,137753,1
44199,111153,-1
54822,153921,1
104967,33700,-1
124661,61110,-1
47777,121665,-1
20516,31853,1
7912,11596,1
197087,111329,1
104267,8929,-1
137146,90298,1
144743,87789,-1
78372,65308,1
106017,84777,1
36423,64081,1
142600,142599,1
98061,121166,-1
179703,60633,-1
27946,27568,1
29073,98902,-1
28826,40516,1
117896,104004,1
41637,105971,1
75450,108871,-1
69212,85522,1
117865,121967,1
119025,198281,-1
84518,9358,-1
155797,142910,-1
58234,71039,-1
178771,32121,-1
13749,42026,-1
54893,26616,-1
3399,3396,1
32778,32779,1
5152,160752,-1
41404,25816,1
157684,130717,-1
78726,153347,-1
87472,6478,-1
14597,54333,-1
138443,140414,-1
96268,193897,-1
157877,131575,1
82778,81791,1
48520,52070,1
102785,107302,-1
71147,40850,-1
40038,148250,-1
19920,20677,-1
33732,33242,1
22835,149100,1
58361,45791,-1
19789,137644,-1
179179,55208,1
149206,115782,-1
32633,32356,1
140250,112447,-1
53030,46944,1
79477,68285,1
152441,150322,1
123848,123917,1
62279,62419,1
90239,131013,1
41320,28804,1
112273,21993,-1
54673,52979,1
44706,176257,-1
43860,87446,-1
34986,56015,-1
77590,77743,1
52993,66235,-1
167288,120228,-1
63396,69257,1
60871,51869,1
136540,134689,1
97008,70454,-1
181060,133611,-1
121444,37095,-1
139549,139725,1
25160,21744,1
21396,42618,1
53522,52362,1
122175,122498,1
105554,174340,-1
38028,28739,1
37292,97244,-1
129295,128594,1
97925,120646,-1
102718,56510,-1
8260,12295,-1
25835,81976,-1
127722,41534,-1
154230,104640,1
51251,171895,-1
85438,194697,-1
169411,163668,1
173974,3103,-1
69596,60272,1
58341,48236,1
103497,84291,-1
74979,149368,-1
182210,75063,-1
59439,67951,-1
8620,67193,-1
140371,147026,-1
92302,81249,1
139818,88873,-1
83689,143320,-1
55317,55131,1
100677,105151,1
123074,193173,-1
100786,167424,1
22151,189547,-1
73588,37378,1
6289,6241,1
24600,116937,-1
158802,159175,1
164609,46643,-1
67193,66897,1
97892,95713,1
58064,8470,1
156410,166317,1
168988,181002,1
73491,189027,1
160310,131258,-1
63515,63799,1
131343,166970,1
82201,158663,-1
17548,150600,-1
107433,29633,1
152130,122854,-1
144743,97884,1
176413,139570,-1
41730,16381,-1
107520,113648,1
152146,176759,1
54146,55691,1
33414,134329,-1
101927,2424,-1
28552,102652,-1
19428,18979,1
92643,92956,1
48037,35962,1
74942,45333,1
37085,184690,-1
55686,55632,1
87660,68132,-1
102202,98795,1
42055,40807,1
173050,172199,1
49372,41527,-1
61857,56486,1
75333,61100,1
20755,76417,-1
31420,82422,-1
86799,89372,1
119969,85823,1
66082,22048,-1
69592,81387,1
183756,150521,-1
19003,17604,1
27363,14933,-1
45290,42213,1
148241,140528,1
182627,2646,-1
60136,27532,-1
160274,162505,1
128148,164325,1
37153,187497,-1
104004,96344,-1
139917,151996,1
176029,165320,1
45576,181932,-1
69406,27098,-1
128718,168597,-1
62995,63989,1
57418,131897,-1
101971,174551,-1
18970,18908,1
63001,59822,-1
70879,33068,-1
71647,143703,-1
50237,49367,1
129887,130599,1
76957,186237,-1
100753,18161,-1
69368,10017,-1
25966,15429,1
21150,170045,-1
70301,64673,1
67922,60161,1
126729,33997,-1
4961,47602,-1
71889,169937,-1
31025,30971,1
111094,111113,1
119025,128688,1
106706,124671,-1
87566,106450,-1
161852,47073,-1
28920,28903,-1
180457,97027,-1
64870,17134,-1
87083,87680,1
148398,167819,1
75719,49779,-1
32904,37428,-1
102536,102395,1
17478,17439,1
1667,1555,1
109995,55419,-1
195675,117677,-1
114960,19521,1
101336,163922,-1
19332,11239,-1
157933,10113,-1
159435,133727,-1
178409,136456,-1
182523,182671,1
119297,119403,1
140388,157059,1
76438,16025,-1
82037,198800,-1
89246,88326,1
184364,57119,1
5242,54554,-1
25548,30292,1
127259,122175,1
121256,103062,1
182329,182330,1
53620,22919,-1
3352,36429,-1
80014,80010,1
87298,13064,-1
126954,126953,1
38043,62247,-1
64181,68896,1
91902,114318,-1
47635,4931,1
177793,139543,1
183952,9438,-1
62322,63190,1
150941,154544,1
125851,10011,1
168109,58055,-1
73621,62906,1
79065,87537,1
162966,181864,-1
92024,91958,1
42872,15705,-1
45261,28234,-1
55644,112334,-1
27727,2766,-1
119097,147557,-1
111374,108201,-1
106175,90812,-1
123756,20897,-1
59214,114337,-1
54429,55644,1
50041,42492,1
178240,192970,-1
75817,79629,1
42360,41911,1
51529,51597,1
16891,14532,1
49267,178802,-1
192789,123587,-1
85751,25793,1
65810,85273,-1
11649,4726,-1
5845,183285,-1
31025,12407,-1
23303,32632,1
131898,55784,-1
24282,6517,1
25055,147745,-1
13651,152817,-1
164609,167413,1
75973,183265,-1
142958,149610,1
212,128959,-1
194166,158924,-1
144150,78205,-1
167138,79811,-1
8783,9509,1
61009,61029,1
20056,19491,1
158677,171327,1
112450,86143,-1
23994,22788,1
163669,116112,1
31580,31406,1
141745,158374,1
32083,8855,-1
79346,81618,1
27230,181616,-1
170980,4235,-1
3379,173178,-1
186520,49837,-1
137226,62560,-1
120206,66482,-1
164034,160736,-1
33526,33732,1
10871,79717,-1
148894,146880,1
59334,38085,1
3399,3388,1
108776,21985,-1
168987,19379,-1
159435,143362,-1
49412,18296,-1
137715,126198,-1
55835,137823,-1
24388,25584,1
114348,147460,1
138099,142225,1
189081,188804,1
62789,64575,1
46079,35084,1
59059,47184,1
150215,119278,1
178063,195967,1
195676,195493,1
20962,10613,1
15006,15094,1
118833,198813,-1
143919,116112,1
51999,107945,-1
38855,115962,-1
96068,7022,1
46207,107201,-1
28698,27222,1
23071,171807,-1
49412,100722,-1
58519,164552,-1
45830,51943,1
34027,39762,-1
44231,164813,-1
37450,16961,-1
41189,121558,1
45095,83198,1
19877,19824,1
194570,194964,1
157362,45807,1
33419,46484,1
88916,83999,1
108909,111443,1
167898,167897,1
39783,179223,-1
29767,26646,1
91657,58404,-1
35827,62108,-1
49943,24353,-1
86836,27383,1
47565,126715,-1
17647,136994,-1
136424,68394,-1
60136,44817,1
184364,135424,-1
19883,112554,-1
50411,105174,1
171418,112169,-1
167018,158204,1
14655,5219,1
97145,46643,-1
21291,21780,1
46879,64415,-1
70331,59065,-1
89810,124911,-1
149231,104217,1
122915,105676,-1
197215,189428,-1
154185,54525,-1
182463,171348,-1
69329,189909,-1
6621,158936,-1
37364,122407,-1
18181,8821,-1
12003,13918,1
118760,28697,1
21221,18722,1
26070,28541,-1
19771,123756,1
160400,150555,-1
32718,34991,1
115949,48639,-1
11756,35721,-1
2250,156530,1
21277,186119,-1
104771,98927,-1
134540,17573,1
23183,156524,-1
64911,128154,-1
196162,146301,1
61908,178728,-1
22151,7219,1
144893,98850,-1
44956,80948,1
56558,49453,1
117777,30207,-1
33674,32812,1
28079,22698,1
139105,37123,-1
29903,143762,-1
12835,46932,-1
42756,183698,-1
108646,108890,1
66922,66834,1
41672,43627,1
97567,94698,1
31869,95247,-1
12145,1649,1
68242,49465,-1
50229,168837,-1
118414,5321,-1
183864,174340,1
187517,156373,1
172468,172326,1
79235,154607,-1
141751,141756,1
58359,192349,-1
65612,10937,-1
21263,72001,1
71944,87301,1
85021,144921,-1
34957,34772,1
117049,84419,-1
116210,77598,-1
66449,117302,-1
7029,116384,-1
22221,2852,1
57180,28993,1
90797,164754,-1
188735,141801,-1
36048,158312,-1
72869,15084,-1
104808,105152,1
25938,166603,-1
162514,160038,-1
96452,97315,1
72205,75686,1
3389,3375,1
54432,56877,1
156709,108987,-1
7817,73528,-1
107107,150507,-1
114157,79501,-1
41778,126202,-1
164079,188838,1
69329,37364,1
42469,76619,1
90577,61258,1
3394,143294,-1
70655,65972,-1
94264,107709,1
180739,171052,1
45095,134427,1
17098,103633,-1
95356,116009,-1
10412,172483,-1
21258,118850,-1
22196,22348,1
17572,16662,1
128648,183826,-1
84288,83179,1
58677,4929,-1
11886,13619,1
3351,3365,1
134487,11184,-1
109132,150580,-1
156823,106292,-1
153419,151457,1
178421,171139,-1
53088,131373,-1
107149,103857,1
59282,59987,1
21919,154268,-1
26327,26047,1
127279,8499,-1
3400,3366,1
53051,32543,-1
76957,106159,1
58056,26212,-1
71768,68682,1
88042,78910,1
72494,35995,1
48000,69534,-1
67512,76109,1
168103,170190,1
167466,167469,1
36089,31928,1
142281,143504,1
111656,104003,-1
21588,75208,-1
151344,18411,-1
68423,80360,-1
28750,171801,-1
19659,19478,1
15840,326,-1
2953,77775,-1
125154,114431,1
137484,114314,1
52668,52526,1
150157,150253,1
46441,44814,1
72957,102298,1
82675,124664,-1
50850,120181,-1
113273,21089,-1
120155,121919,1
31483,29847,1
6056,6057,1
52137,47896,1
1642,9328,1
29767,30963,1
59396,165443,-1
195105,194959,1
35768,166483,1
43410,34920,1
44915,178389,-1
25970,11867,-1
10905,8577,1
22773,30858,1
76889,173582,-1
34833,34957,1
129977,135900,1
153680,157222,1
196162,171830,1
47148,60455,1
138342,149610,1
23255,45807,1
53296,177778,-1
101231,129217,1
95914,95907,1
155459,166486,-1
39793,44473,1
87217,169573,-1
102818,68144,1
31084,23356,-1
65502,53908,-1
59517,30368,-1
61746,61519,1
143096,144646,1
165422,125404,-1
108384,93871,-1
64852,35542,-1
57732,166572,1
112821,89924,1
44635,75681,1
198575,183969,1
71889,91446,1
38733,37696,1
159034,159563,1
94259,97185,1
138483,22334,-1
7507,52699,-1
99603,99640,1
147979,21921,-1
166165,166914,1
47960,95099,-1
51498,150755,1
173833,186675,1
146515,151613,1
165707,180242,-1
162582,133825,-1
151822,29137,-1
170233,9691,-1
264,37476,1
134277,197450,-1
145448,138319,-1
58251,70812,1
194207,194204,1
